gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,MonthlyCharges_category
0,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,1,1.0280677645258023,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
0,2.235112188621971,0,0,-1.288673078021946,0,0.0,1,-1.308702068016965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.4474048350192824,1,0,1.6035047830902625,1,1.0,1,1.7526990923982393,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,2.235112188621971,1,0,1.4405651852811239,1,0.0,1,1.337199477792484,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,2
1,2.235112188621971,1,0,1.5627698836379778,1,2.0,1,1.0114477799415722,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,2,2
0,2.235112188621971,1,0,-1.2072032791173766,1,0.0,1,0.5095242454978199,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
0,-0.4474048350192824,0,0,-1.0442636813082382,1,0.0,1,0.44803030253616793,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2.235112188621971,0,0,-0.8813240834990996,1,0.0,1,0.6557801098390456,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
0,-0.4474048350192824,1,1,1.5627698836379778,1,2.0,0,0.8635299171419232,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2
1,-0.4474048350192824,0,0,-0.9220589829513843,1,0.0,1,0.3017744381949424,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1,-0.4474048350192824,1,1,0.05557860390344668,1,0.0,1,0.8236419541397706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,2
1,-0.4474048350192824,0,0,-1.2072032791173766,1,0.0,1,0.17380055689636947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
0,-0.4474048350192824,1,0,-0.2703005917148303,1,2.0,1,0.2801684582354429,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,0,0,-0.3517703906193996,1,2.0,0,-1.4732399154008442,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
0,2.235112188621971,0,0,0.9110114924014238,1,1.0,1,1.161027641199644,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,0,0,-0.9220589829513843,1,1.0,1,-1.521437870695112,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,1,0,1.0332161907582778,1,0.0,1,0.005938712595644461,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1
1,-0.4474048350192824,0,0,-1.2072032791173766,0,0.0,1,-0.8283845135327121,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1,2.235112188621971,1,0,0.21851820171258518,1,0.0,1,1.2474515610376409,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,1,0,0.992481291305993,0,2.0,1,-0.2516710484599238,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,2,1
0,-0.4474048350192824,1,0,1.1961557885674161,1,2.0,1,0.23030850448275228,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,0.5036624978785775,0,1.0,0,-0.7569185798205222,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1
1,-0.4474048350192824,0,0,-1.2072032791173766,1,0.0,0,0.31340842740390334,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1,2.235112188621971,1,0,1.6035047830902625,1,2.0,0,0.31008443048705747,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,2
1,2.235112188621971,1,0,1.6035047830902625,1,2.0,0,1.106181692071684,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,0.13704840280801595,1,1.0,1,1.320579493208254,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,0,1,-1.1257334802128074,1,0.0,0,-1.4915218984434973,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,0,1,-0.2295656922625457,1,2.0,0,-1.5081418830277276,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,-0.4474048350192824,1,0,-0.4332401895239688,1,0.0,1,0.4962282578304356,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2
0,2.235112188621971,1,0,-0.636914686785392,1,0.0,1,0.6740620928816987,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
0,-0.4474048350192824,0,0,0.13704840280801595,1,0.0,1,0.9881798015236497,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,0.5443973973308622,1,0.0,0,0.6374981267963924,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2
0,2.235112188621971,1,0,1.5627698836379778,1,2.0,1,0.5194962362483581,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,0,0.16216656768740853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.4474048350192824,0,0,0.21851820171258518,1,1.0,0,0.1837725476469075,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,2,2
0,-0.4474048350192824,0,0,-0.6776495862376766,1,0.0,0,0.3333524089049794,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
0,-0.4474048350192824,1,0,0.7073369951400007,1,1.0,0,1.4452293775899805,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,1,1,1.31836048692427,1,0.0,1,1.3438474716261763,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,0,0,-1.2072032791173766,1,0.0,0,-1.5131278784029967,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,-0.4474048350192824,1,1,-0.9220589829513843,1,1.0,1,0.027544692555143923,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
0,-0.4474048350192824,1,0,0.4221926989740083,0,0.0,0,-1.0328103239187436,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
1,2.235112188621971,1,0,0.7888067940445699,1,0.0,1,1.300635511707178,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,1,0,1.1554208891151316,1,0.0,1,1.3671154500440987,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,2
1,2.235112188621971,1,0,0.992481291305993,1,0.0,0,1.18097162270072,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,-0.2703005917148303,1,0.0,1,0.6873580805490831,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2
0,-0.4474048350192824,0,0,0.9110114924014238,1,1.0,1,0.6374981267963924,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,0,-0.6655086646072561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.4474048350192824,1,1,-1.166468379665092,1,0.0,1,0.14887058002002418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,2.235112188621971,0,0,0.7888067940445699,1,0.0,1,1.5183573097605936,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2
1,2.235112188621971,1,1,1.4405651852811239,1,1.0,1,1.3986934207541362,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,-0.840589184046815,1,0.0,1,-0.6655086646072561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.4474048350192824,0,0,0.7480718945922853,1,0.0,0,0.6092441530032012,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
0,2.235112188621971,0,0,0.666602095687716,1,1.0,0,1.2607475487050253,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,2,2
0,2.235112188621971,0,0,-0.7591193851422458,1,0.0,0,0.45800229328670594,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
1,-0.4474048350192824,1,0,1.5627698836379778,1,2.0,1,1.4468913760484035,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,1,1,-0.636914686785392,1,1.0,0,-1.4732399154008442,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,0.1837725476469075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1,-0.4474048350192824,1,1,0.9110114924014238,1,2.0,0,-0.25000905000150087,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-1.3319700464348874,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,0,0,0.09631350335573131,1,1.0,0,-1.292082083432735,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,2.235112188621971,0,0,-1.288673078021946,1,0.0,0,-0.6638466661488329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.4474048350192824,0,1,1.3590953863765547,1,2.0,1,0.8602059202250774,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2
0,2.235112188621971,1,0,1.31836048692427,1,0.0,0,1.3355374793340613,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,-0.31103549116711493,1,0.0,1,0.024220695638297596,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1
0,2.235112188621971,0,0,0.3814577995217237,1,0.0,0,-0.3131649914215756,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1
1,-0.4474048350192824,1,1,0.3814577995217237,1,2.0,0,-1.5197758722366888,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
0,-0.4474048350192824,1,0,1.0332161907582778,1,2.0,1,0.6391601252548154,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,1,0,1.2368906880197008,1,1.0,1,1.4103274099630971,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,2
1,2.235112188621971,1,0,1.2368906880197008,1,1.0,1,0.6291881345042774,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,1,1,-0.025891195001122566,1,2.0,0,-1.533071859904073,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,-0.4474048350192824,1,0,0.7480718945922853,1,2.0,1,0.33667640582182573,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,1,0,1.3998302858288394,1,2.0,1,1.5366392928032466,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,1,1,1.2368906880197008,1,2.0,0,-1.5197758722366888,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,0
0,-0.4474048350192824,0,0,-0.7183844856899612,1,0.0,0,-0.5391967817671064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,0.30676043357021116,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
0,-0.4474048350192824,0,0,-1.0442636813082382,1,1.0,0,-1.5014938891940355,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,1,1,1.3998302858288394,1,1.0,0,0.8136699633892326,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2
0,-0.4474048350192824,0,0,0.17778330226030056,1,1.0,0,0.4978902562888586,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,2
1,-0.4474048350192824,0,1,-0.39250529007168417,1,0.0,0,-0.36302494517426626,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
1,-0.4474048350192824,0,0,-0.9220589829513843,1,0.0,1,-0.35139095596530506,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2.235112188621971,1,0,0.992481291305993,1,1.0,1,0.20039253223113773,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,-0.8813240834990996,1,0.0,1,0.2801684582354429,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0,2.235112188621971,0,0,1.1961557885674161,1,1.0,0,0.6441461206300846,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
0,-0.4474048350192824,1,1,1.5220349841856933,1,2.0,1,0.1372365908110632,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1
1,-0.4474048350192824,1,1,-0.8813240834990996,1,0.0,1,0.30842243202863406,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0,2.235112188621971,1,0,1.6035047830902625,1,2.0,1,1.5732032588885534,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,2,2
1,2.235112188621971,0,0,0.21851820171258518,1,0.0,0,0.9865178030652269,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,1,1,-0.06662609445340718,1,0.0,1,-1.4765639123176904,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,0
0,-0.4474048350192824,0,0,1.114685989662847,1,2.0,0,-1.5031558876524584,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,0,-1.5147898768614196,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,1,1,0.6258671962354314,1,1.0,0,0.15385657539529343,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-0.6970866353172933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.4474048350192824,1,1,-0.9627938824036689,1,0.0,1,0.4746222778709362,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,-0.4474048350192824,1,1,0.05557860390344668,1,1.0,1,-1.4948458953603434,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,0.855219924849808,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,0,0,1.4405651852811239,1,1.0,0,0.4829322701630513,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,2
0,-0.4474048350192824,0,0,-0.39250529007168417,1,1.0,1,-1.5098038814861507,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,-0.4474048350192824,0,0,-0.47397508897625346,0,2.0,0,-0.9962463578334371,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1,-0.4474048350192824,1,0,1.5627698836379778,1,2.0,0,0.002614715678798608,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1
0,-0.4474048350192824,1,0,1.114685989662847,0,1.0,0,-0.499308818764954,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,2,1
1,-0.4474048350192824,1,1,-0.636914686785392,1,0.0,1,0.13058859697737102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,-0.4474048350192824,1,0,-1.288673078021946,1,0.0,1,-1.4765639123176904,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,1,1,-0.4332401895239688,1,0.0,0,0.605920156086355,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2
0,-0.4474048350192824,0,0,-0.2703005917148303,1,0.0,1,-0.3430809636731899,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1
0,-0.4474048350192824,0,0,1.6035047830902625,1,2.0,1,0.6524561129221997,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
1,-0.4474048350192824,1,0,-0.47397508897625346,1,0.0,1,1.5333152958864007,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2
0,-0.4474048350192824,1,1,1.0739510902105622,1,0.0,1,1.0496737444853017,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,2
0,-0.4474048350192824,1,1,0.992481291305993,1,2.0,1,-1.4948458953603434,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,-0.4474048350192824,0,1,0.17778330226030056,1,2.0,0,-0.12037317024450503,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1
1,-0.4474048350192824,1,0,1.31836048692427,1,0.0,1,0.8502339294745392,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2
1,-0.4474048350192824,1,1,1.2368906880197008,0,2.0,0,-0.8549764888674803,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1
0,-0.4474048350192824,0,0,0.4221926989740083,1,0.0,1,0.8834738986429997,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,2
0,-0.4474048350192824,0,0,-1.0442636813082382,0,0.0,1,-0.830046511991135,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
0,2.235112188621971,1,0,1.4813000847334086,1,2.0,0,1.3405234747093304,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,-0.14809589335797643,1,0.0,1,0.03419268638883563,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1
0,-0.4474048350192824,0,0,-0.31103549116711493,1,0.0,1,-1.5247618676119576,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,-0.4474048350192824,0,0,-0.9627938824036689,1,0.0,1,0.6724000944232758,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2
1,-0.4474048350192824,1,0,-0.31103549116711493,1,0.0,0,-0.3164889883384217,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1
0,-0.4474048350192824,1,0,-1.0035287818559535,1,0.0,1,0.6690760975064299,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
0,-0.4474048350192824,0,0,-0.31103549116711493,1,2.0,0,-1.5048178861108816,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
1,-0.4474048350192824,0,0,1.5627698836379778,1,2.0,1,0.7089640605085825,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,-0.9627938824036689,1,0.0,1,0.6790480882569679,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
0,-0.4474048350192824,0,0,1.114685989662847,1,0.0,1,1.325565488583523,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,1,0,1.2368906880197008,1,1.0,0,0.4962282578304356,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,2,2
1,-0.4474048350192824,1,0,-0.14809589335797643,0,0.0,1,-0.6372546908140647,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1
0,-0.4474048350192824,0,0,-0.9220589829513843,1,0.0,0,-0.6588606707735639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.4474048350192824,0,0,0.17778330226030056,1,1.0,1,1.310607502457716,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,0.17778330226030056,1,1.0,1,-1.5048178861108816,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,0
1,-0.4474048350192824,1,1,-1.288673078021946,1,0.0,1,0.8319519464318856,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
0,-0.4474048350192824,1,0,1.4405651852811239,0,1.0,1,-0.3547149528821511,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2,1
0,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,0,0.12227860468525592,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2,1
0,2.235112188621971,1,0,1.3590953863765547,1,0.0,1,1.1876196165344122,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,0.2592531011648698,0,0.0,1,-0.5358727848502602,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2,1
0,-0.4474048350192824,1,0,0.5851322967831468,1,0.0,1,-0.2151070823746173,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1
0,-0.4474048350192824,1,1,-1.288673078021946,1,2.0,0,-1.4865359030682284,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,0,0,1.6035047830902625,1,2.0,1,1.4286093930057502,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,1,1,-0.2703005917148303,1,1.0,1,-1.4965078938187666,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,-0.4474048350192824,0,0,-1.0849985807605227,1,0.0,1,-0.51925280026603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.4474048350192824,1,0,0.014843704451162058,1,0.0,1,0.9399818462293821,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,2
0,2.235112188621971,1,0,1.5220349841856933,1,1.0,1,1.3455094700845993,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,2
0,2.235112188621971,0,0,0.5036624978785775,1,1.0,1,1.2324935749118342,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,1,0,1.5627698836379778,1,2.0,1,1.1277876720311837,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2,2
1,-0.4474048350192824,1,0,1.5220349841856933,1,2.0,0,-1.5031558876524584,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,2.235112188621971,0,0,-1.0035287818559535,1,0.0,1,0.29845044127809606,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,1,1.1410836596985678,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,1,1,0.5851322967831468,1,2.0,0,-1.3469280325606947,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
0,-0.4474048350192824,1,1,-0.025891195001122566,1,0.0,0,0.8153319618476554,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
0,-0.4474048350192824,0,0,0.5851322967831468,1,2.0,1,-1.4798879092345363,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,2.235112188621971,0,0,-0.9220589829513843,1,0.0,1,0.2585624782759435,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
0,-0.4474048350192824,1,1,0.992481291305993,1,1.0,1,0.1671525630626773,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,0,0.6724000944232758,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,0,0,-0.2295656922625457,1,0.0,1,0.13225059543579396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
1,-0.4474048350192824,0,0,-1.0849985807605227,1,0.0,0,-0.18685310858142587,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1,-0.4474048350192824,0,0,-1.166468379665092,1,0.0,0,-0.5259007940997222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,1,0.6956680728411981,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
1,-0.4474048350192824,0,0,-1.2072032791173766,1,0.0,1,0.6724000944232758,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-0.4959848218481079,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.4474048350192824,0,0,-1.2072032791173766,1,0.0,1,0.31008443048705747,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0,-0.4474048350192824,1,0,0.9110114924014238,1,2.0,0,-0.27493902687784616,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1
0,-0.4474048350192824,1,0,-0.5554448878808227,1,0.0,1,0.7239220466343893,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
1,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,0,1.6862191540613185,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,1,1,0.3814577995217237,1,1.0,0,0.268534469026482,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,2
